# source: OSM/Overpass, 2026-09-11, license ODbL
52.1460759	9.8126783	233	50	
52.1471068	8.7052323			
52.1471484	8.7054224			
52.1495740	8.6712954		50	
52.1497919	9.9681468			
52.1498017	9.9616496			
52.1500755	9.7381354	210	50	
52.1501078	9.9543423			
52.1507524	10.3580231		60	
52.1515106	10.3207233	110	50	
52.1515254	10.3207019	340	50	
52.1548450	9.9418925	260		
52.1551133	9.8145881	70	50	
52.1551138	9.9485226			
52.1559835	10.4234650		50	
52.1588016	8.7331939			
52.1592033	9.8675843			
52.1593057	9.8676083			
52.1611275	10.0102401			
52.1636145	9.4781396	110	50	
52.1640527	7.6450262	220	70	
52.1646337	7.9009993	200	50	
52.1651771	9.9643815		50	
52.1659063	7.0652182		70	
52.1666472	7.0637077		70	
52.1673384	9.0627605		50	
52.1740535	9.9521040	100	50	
52.1740725	9.9521593	240	50	
52.1770793	8.6575630	310		
52.1771340	8.6574476	130		
52.1778660	6.9730543		70	
52.1784652	7.2776150	130	70	
52.1830258	9.9668381		70	
52.1869062	8.8556373	160	70	
52.1876130	11.4087059	275		
52.1876156	11.4087928	275		
52.1877747	11.4085822	260		
52.1877771	11.4086683	260		
52.1877799	11.4086922	260		
52.1877830	11.4087801	260		
52.1922315	9.9222603		50	
52.1929245	7.0658898	60	70	
52.1942186	9.8874137		50	
52.1998842	8.7509023		50	
52.2011322	8.7536566		50	
52.2034476	8.6513430	320	70	
52.2054541	8.5653454		30	
52.2059200	6.8899852	335	50	
52.2063290	6.8803974		50	
52.2066501	6.8955823	15	50	
52.2076242	9.1025144	270	70	
52.2114541	8.8126048			
52.2136354	7.5064586	190	70	
52.2144118	9.1164987		50	
52.2149450	7.5064929	10	70	
52.2175872	6.9400208			
52.2183732	6.8734836			
52.2260706	8.8228000			
52.2265050	8.7049223	327	50	
52.2302354	9.2376538		50	
52.2307770	6.8691124	300	50	
52.2369225	9.0755894	285	70	
52.2376903	8.5351968		70	
52.2388305	9.0623270	135	70	
52.2425249	9.8679275		70	
